 Code Secteur ; Libellé Secteur ; Code Rayon ; Libellé Rayon ; Code Groupe de Famille  ; Libellé  Groupe de Famille  ; Code Famille  ; Libellé  Famille  ; Code Sous-Famille  ; Libellé  Sous-Famille  ; Code Unité de Besoin  ; Code UG  ; EAN ; Article Libellé Court ; Article Libellé Long ; Libellé Marque ; Libellé Fournisseur ; PAHT ; PV Mag ; PV Mag HT ; TVA en % ; Quantité vendue * ; Type Qté ; Montant achat HT * ; Montant vente TTC * ; Marge en valeur ; Marge en % ; Stock en quantité ;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;20;3757375;3,17914E+12; 20ML EXTRAIT VANIL ; 20ML EXTRAIT VANILLE BIO ; VAHINE ; MCCORMICK GRD PUBLIC ;3,98;6,59;6,25;0,055;1; UVC ;3,98;6,59;2,266445;0,3259923;10;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;20;1014544;1;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;20,44;36,4;14,06237;0,3661885;10;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;20;1014544;3,17914E+12; 50ML AROME NAT.VAN ; 50ML AROME NAT.VANILLE VA ; VAHINE ; MCCORMICK GRD PUBLIC ;2,92;5,2;4,93;0,055;7; UVC ;20,44;36,4;14,06237;0,3661885;10;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;20;3192535;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;8,38;19,06;9,686351;0,4817091;8;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;20;3192535;3,27437E+12; SACHET 2 GOUSSES V ; LE SUPREME GOUSSE VANILLE ; LE SUPREME ; CPVD FOULON ;4,19;9,53;9,03;0,055;2; UVC ;8,38;19,06;9,686351;0,4817091;8;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;20;3192539;1;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;12,56;23,36;9,58218;0,3888114;53;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;20;3192539;3,27437E+12; 30ML VANILLE 15 ;VANILLE 15% 30ML ; LECHAMPION ; CPVD FOULON ;1,57;2,92;2,77;0,055;8; UVC ;12,56;23,36;9,58218;0,3888114;53;;  ;  
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;20;1721554;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;5,24;9,27;3,54673;0,3626569;7;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;20;1721554;3,27437E+12; GOUSSES VANILLE B ; GOUSSES VANILLE BOURBON B ; LECHAMPION ; CPVD FOULON ;5,24;9,27;8,79;0,055;1; UVC ;5,24;9,27;3,54673;0,3626569;7;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;20;3646150;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,55;6,35;4,468957;0,6670832;9;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;20;3646150;3,56007E+12; 2 GOUSSES VANILLE ; 2 GOUSSES VANILLE MADAGAS ; CRF ORIGIN ; SPICE AND FOOD ;1,55;6,35;6,02;0,055;1; UVC ;1,55;6,35;4,468957;0,6670832;9;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;20;4186515;1;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;12,96;31,92;17,29592;0,513604;11;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;20;4186515;3,56007E+12; 7G GOUSSE VANILLE ; 7G GOUSSE VANILLE BIO CRF ; CARREF BIO ; SPICE AND FOOD ;1,62;3,99;3,78;0,055;8; UVC ;12,96;31,92;17,29592;0,513604;11;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;21;1133454;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;5,42;9,54;3,622654;0,3599366;9;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;21;1133454;3,17914E+12; 700G CARAMEL NATUR ; 700G CARAMEL NATURE VAHIN ; VAHINE ; MCCORMICK GRD PUBLIC ;2,71;4,77;4,52;0,055;2; UVC ;5,42;9,54;3,622654;0,3599366;9;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;21;82924;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;5,8;8,7;2,446445;0,2665409;16;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;21;82924;3,17914E+12; 200G NAPPAGE CARAM ; 200G NAPPAGE CARAMEL VAHI ; VAHINE ; MCCORMICK GRD PUBLIC ;1,16;1,95;1,85;0,055;5; UVC ;5,8;8,7;2,446445;0,2665409;16;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;21;4264531;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;3,54;5,67;1,834408;0,3066623;5;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;21;4264531;3,56007E+12; 210G NAPPAGE CHOCO ; 210G NAPPAGE CHOCOLAT CRF ; CRF CLASS ; AGROLIS SAS ;1,18;1,89;1,79;0,055;3; UVC ;3,54;5,67;1,834408;0,3066623;5;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;22;66700;1;  ;  ;  ;  ;  ;  ;  ;  ;10;  ;10,9;19,2;7,299052;0,3603402;14;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;22;66700;3,17914E+12; 20ML AROME AMAND.A ; 20ML AROME AMAND.AMERE VA ; VAHINE ; MCCORMICK GRD PUBLIC ;1,09;1,92;1,82;0,055;10; UVC ;10,9;19,2;7,299052;0,3603402;14;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;22;3182815;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,42;2,57;1,016019;0,3747281;7;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;22;3182815;3,17914E+12; 20ML CARAMEL VAHIN ; 20ML CARAMEL VAHINE ; VAHINE ; MCCORMICK GRD PUBLIC ;1,42;2,57;2,44;0,055;1; UVC ;1,42;2,57;1,016019;0,3747281;7;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;22;3592467;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;2,53;3,95;1,214076;0,2913374;18;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;22;3592467;3,17914E+12; 50ML ARO FLEUR ORA ; 50ML ARO FLEUR ORAN VAHIN ; VAHINE ; MCCORMICK GRD PUBLIC ;2,53;3,95;3,74;0,055;1; UVC ;2,53;3,95;1,214076;0,2913374;18;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;22;1537293;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,06;2,15;0,9779147;0,4311318;9;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;22;1537293;3,17914E+12; VAHINE AROM.PISTAC ; VAHINE AROME PISTACHE ; VAHINE ; MCCORMICK GRD PUBLIC ;1,06;2,15;2,04;0,055;1; UVC ;1,06;2,15;0,9779147;0,4311318;9;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;22;1721542;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,24;2,15;0,7979147;0,3517755;89;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;22;1721542;3,27437E+12; CITRON 20% 30ML ; CITRON 20% 30ML ; LECHAMPION ; CPVD FOULON ;1,24;2,15;1,79;0,055;1; UVC ;1,24;2,15;0,7979147;0,3517755;89;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;22;4120029;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;0,56;1,05;0,4352607;0,3929232;6;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;22;4120029;3,56007E+12; 200ML  AROME FLEUR ; 200ML  AROME FLEUR DORAN ; CRF CLASS ; AGROLIS SAS ;0,56;1,05;1;0,055;1; UVC ;0,56;1,05;0,4352607;0,3929232;6;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;23;1391477;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;3,3;5,97;2,358768;0,3745057;41;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;23;1391477;3,17914E+12; 200ML AROME FLEUR ; 200ML AROME FLEUR ORANGER ; VAHINE ; MCCORMICK GRD PUBLIC ;1,1;1,99;1,89;0,055;3; UVC ;3,3;5,97;2,358768;0,3745057;41;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;25;29651;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;8,45;13,75;4,583175;0,3159449;15;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;25;29651;3,17914E+12; 155G NAPPAGE FRAMB ; 155G NAPPAGE FRAMBOISE VA ; VAHINE ; MCCORMICK GRD PUBLIC ;1,69;2,75;2,61;0,055;5; UVC ;8,45;13,75;4,583175;0,3159449;15;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;25;4159731;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;10,68;16,02;4,504834;0,2665409;8;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;25;4159731;3,17914E+12; NAPPAGE MANGUE PAS ; NAPPAGE MANGUE PASSION ; VAHINE ; MCCORMICK GRD PUBLIC ;1,78;2,67;2,53;0,055;6; UVC ;10,68;16,02;4,504834;0,2665409;8;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;25;8870;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,51;2,27;0,6416588;0,2679328;8;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;25;8870;3,17914E+12; 120G GLACAGE CHOCO ; 120G GLACAGE CHOCOL.VAHIN ; VAHINE ; MCCORMICK GRD PUBLIC ;1,51;2,27;2,15;0,055;1; UVC ;1,51;2,27;0,6416588;0,2679328;8;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;25;1636945;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;3;5,76;2,459716;0,4047715;29;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;25;1636945;3,17914E+12; FL 350G SWEET.CHOC ; SWEETY CHOCO.VAH 350G ; VAHINE ; MCCORMICK GRD PUBLIC ;1,5;3,07;2,91;0,055;2; UVC ;3;5,76;2,459716;0,4047715;29;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;25;2175863;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;2,28;4,01;1,520948;0,3595154;6;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;25;2175863;3,17914E+12; NAPPAGE CARAM.LAIT ; VAHINE NAPPAGE CARAM.LAIT ; VAHINE ; MCCORMICK GRD PUBLIC ;2,28;4,01;3,8;0,055;1; UVC ;2,28;4,01;1,520948;0,3595154;6;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;25;3860543;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;4,2;7,5;2,909005;0,3676467;7;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;25;3860543;3,56007E+12; 210G NAPPAGE CARAM ; 210G NAPPAGE CARAMEL CRF ; CRF ORIGIN ; AGROLIS SAS ;0,7;1,25;1,18;0,055;6; UVC ;4,2;7,5;2,909005;0,3676467;7;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;2799519;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,91;3,45;1,360142;0,3736911;14;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;2799519;3,17914E+12; PEPITES CHOCO ; VAH.PEPIT.CHOCO BLC 100G ; VAHINE ; MCCORMICK GRD PUBLIC ;1,91;3,45;3,27;0,055;1; UVC ;1,91;3,45;1,360142;0,3736911;14;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;4161890;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;2,19;3,28;0,9190047;0,2655776;9;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;4161890;3,17914E+12; PEPITES CHOCO-NOIS ; 100G PEPITES CHOCO-NOISET ; VAHINE ; MCCORMICK GRD PUBLIC ;2,19;3,28;3,11;0,055;1; UVC ;2,19;3,28;0,9190047;0,2655776;9;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;4160919;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;8,92;13,2;3,591848;0,2579239;6;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;4160919;3,17914E+12; 100G MIX POUR CAKE ; 100G MIX POUR CAKE VAHINE ; VAHINE ; MCCORMICK GRD PUBLIC ;2,23;3,3;3,13;0,055;4; UVC ;8,92;13,2;3,591848;0,2579239;6;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;4160920;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;8,92;13,2;3,591848;0,2579239;9;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;4160920;3,17914E+12; 100G MIX POUR COOK ; 100G MIX POUR COOKIES VAH ; VAHINE ; MCCORMICK GRD PUBLIC ;2,23;3,3;3,13;0,055;4; UVC ;8,92;13,2;3,591848;0,2579239;9;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;4160918;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;4,46;6,6;1,795924;0,2579239;11;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;4160918;3,17914E+12; 100G MIX MUFFIN VA ; 100G MIX MUFFIN VAHINE ; VAHINE ; MCCORMICK GRD PUBLIC ;2,23;3,3;3,13;0,055;2; UVC ;4,46;6,6;1,795924;0,2579239;11;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;1471077;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;5,88;8,84;2,499147;0,2679706;13;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;1471077;3,17914E+12; PEPITES CHOCO.LAIT ; VAHINE PEPITES CHOCO LAIT ; VAHINE ; MCCORMICK GRD PUBLIC ;1,47;2,47;2,34;0,055;4; UVC ;5,88;8,84;2,499147;0,2679706;13;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;1470847;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;2,33;4,2;1,651043;0,3726118;4;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;1470847;3,17914E+12; PEPITE CHOCO.NOIR ; VAHINE PEPITES CHOCO NOIR ; VAHINE ; MCCORMICK GRD PUBLIC ;2,33;4,2;3,98;0,055;1; UVC ;2,33;4,2;1,651043;0,3726118;4;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;1577825;1;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;13,04;19,52;5,462369;0,265246;18;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;1577825;3,17914E+12; 100G PEPITES 3 CHO ; 100G PEPITES 3 CHOCO VAHI ; VAHINE ; MCCORMICK GRD PUBLIC ;1,63;2,44;2,31;0,055;8; UVC ;13,04;19,52;5,462369;0,265246;18;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;3374530;1;  ;  ;  ;  ;  ;  ;  ;  ;11;  ;26,4;62,15;32,50995;0,4958185;26;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;3374530;3,56007E+12; 500G PEPITES CHOCO ; 500G PEPITES CHOCOLAT PPB ; PP BLANC ; AGROLIS SAS ;2,4;5,65;5,36;0,055;11; UVC ;26,4;62,15;32,50995;0,4958185;26;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;2172329;1;  ;  ;  ;  ;  ;  ;  ;  ;24;  ;18,48;41,21;20,58161;0,4733957;0;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;26;2172329;3,56007E+12; 125G PEPITES CHOCO ; 125G PEPITES CHOCOLAT CRF ; CRF ORIGIN ; AGROLIS SAS ;0,77;1,85;1,75;0,055;24; UVC ;18,48;41,21;20,58161;0,4733957;0;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;27;3641215;2;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;5,57;8,04;2,050853;0,2326295;10;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;27;3641215;3,17914E+12; 250G PREPARAT PR C ; 250G PREPARAT PR CREME FR ; VAHINE ; MCCORMICK GRD PUBLIC ;3,18;4,85;4,6;0,055;1; UVC ;3,18;4,85;1,417156;0,2769642;10;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;27;3641215;3,17914E+12; KIT GAL ROIS AMAN+ ; KIT GAL ROIS AMAN+ 62,5G ; VAHINE ; MCCORMICK GRD PUBLIC ;2,39;3,19;3,02;0,055;1; UVC ;2,39;3,19;0,6336967;0,1882948;0;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;28;2851038;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,81;3,15;1,175782;0,3538049;12;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;28;2851038;3,17914E+12; PREPA.CREME AMAND. ; PREPA.CREME AMANDIN.200G ; VAHINE ; MCCORMICK GRD PUBLIC ;1,81;3,15;2,99;0,055;1; UVC ;1,81;3,15;1,175782;0,3538049;12;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;28;3438351;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,54;2,31;0,6495734;0,2665409;18;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;28;3438351;3,17914E+12; AGAR-AGAR BIO ; AGAR-AGAR BIO ; VAHINE ; MCCORMICK GRD PUBLIC ;1,54;2,31;2,19;0,055;1; UVC ;1,54;2,31;0,6495734;0,2665409;18;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;29;41269;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;1,96;2,94;0,8267298;0,2665409;5;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;29;41269;3,17914E+12; NOIX COCO RAPEE ; VAHI.NOIX COCO RAPEE 115G ; VAHINE ; MCCORMICK GRD PUBLIC ;0,98;1,47;1,39;0,055;2; UVC ;1,96;2,94;0,8267298;0,2665409;5;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;29;1230674;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,38;2,39;0,8854029;0,3511483;23;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;29;1230674;3,17914E+12; TI COCO VAHINE ; VAHINE TI COCO 100G ; VAHINE ; MCCORMICK GRD PUBLIC ;1,38;2,39;2,27;0,055;1; UVC ;1,38;2,39;0,8854029;0,3511483;23;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1434; AIDES A LA PATISSERIE ;1; AUTRES AIDES PATISSERIE ;29;1610266;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;3,16;4,74;1,332891;0,2665409;13;  ;  ;
