  ; Magasin 7512 CUSSET ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; édité le 18/03/2024 13:51 ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 001 ; 0000003800652 ; 3281780894950 ; CAROTTES RAPEES CI ; CAROTTES RAPEES CIBOULETT ; MARTINET ; MARTINET ; 1,39 ; 2,39 ; 2,27 ; 0,055 ; 17,000 ; UVC ; 23,63 ; 40,63 ; 14,88185 ; 0,3471823 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 001 ; 0000001345121 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 4,000 ;  ; 3,76 ; 7,56 ; 3,405877 ; 0,4270264 ; 8,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 001 ; 0000001345121 ; 3560070370122 ; 200G CAROTTE RAPE ; 200G CAROTTE RAPE BIO CRF ; CARREF BIO ; DV FRESH ; 0,94 ; 1,89 ; 1,79 ; 0,055 ; 4,000 ; UVC ; 3,76 ; 7,56 ; 3,405877 ; 0,4270264 ; 8,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 001 ; 0000001339153 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 14,000 ;  ; 12,32 ; 19,46 ; 6,125498 ; 0,2983638 ; 9,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 001 ; 0000001339153 ; 3560070370153 ; 200G TABOULE ORIEN ; 200G TABOULE ORIENTAL BIO ; CARREF BIO ; MIX BUFFET ; 0,88 ; 1,39 ; 1,32 ; 0,055 ; 14,000 ; UVC ; 12,32 ; 19,46 ; 6,125498 ; 0,2983638 ; 9,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 001 ; 0000001385184 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 24,000 ;  ; 20,16 ; 52,56 ; 29,6599 ; 0,5348869 ; 21,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 001 ; 0000001385184 ; 3560070446384 ; 300G CONCOMB FROM ; 300G CONCOMB FROM BLC CRF ; CRF CLASS ; BONDUELLE TRAITEUR ; 0,84 ; 2,19 ; 2,08 ; 0,055 ; 24,000 ; UVC ; 20,16 ; 52,56 ; 29,6599 ; 0,5348869 ; 21,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 001 ; 0000001101812 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 48,000 ;  ; 33,12 ; 79,2 ; 41,95109 ; 0,5020716 ; 22,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 001 ; 0000001101812 ; 3560070457335 ; 300G COLESLAW CARR ; 300G COLESLAW CARREFOUR ; CRF-CDM ; BONDUELLE TRAITEUR ; 0,69 ; 1,65 ; 1,56 ; 0,055 ; 48,000 ; UVC ; 33,12 ; 79,2 ; 41,95109 ; 0,5020716 ; 22,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 001 ; 0000001531806 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 29,000 ;  ; 30,74 ; 63,51 ; 29,45905 ; 0,4396673 ; 7,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 001 ; 0000001531806 ; 3560070722495 ; 500G COLESLAW CRF ; 500G COLESLAW CRF CLASSIC ; CRF CLASS ; BONDUELLE TRAITEUR ; 1,06 ; 2,19 ; 2,08 ; 0,055 ; 29,000 ; UVC ; 30,74 ; 63,51 ; 29,45905 ; 0,4396673 ; 7,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 001 ; 0000002537423 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 17,000 ;  ; 14,79 ; 21,93 ; 5,99673 ; 0,2591931 ; 17,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 001 ; 0000002537423 ; 3560070959549 ; 300G CAROT.RAP.MOU ; 300G CAROT.RAP.MOUT.ANC.C ; CRF CLASS ; MIX BUFFET ; 0,87 ; 1,29 ; 1,22 ; 0,055 ; 17,000 ; UVC ; 14,79 ; 21,93 ; 5,99673 ; 0,2591931 ; 17,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000000076178 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 15,000 ;  ; 21,15 ; 34,35 ; 11,40924 ; 0,3148311 ; 11,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000000076178 ; 3083681149852 ; 320G BETTERAV MOUT ; 320G BETTERAVE MOUTARDE ; BONDUELLE ; BONDUELLE TRAITEUR ; 1,41 ; 2,29 ; 2,17 ; 0,055 ; 15,000 ; UVC ; 21,15 ; 34,35 ; 11,40924 ; 0,3148311 ; 11,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000001258435 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 19,000 ;  ; 29,07 ; 54,91 ; 22,97739 ; 0,3966403 ; 3,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000001258435 ; 3245413924384 ; FETTUCINE SAUMON ; CRF FETTUCINE AU SAUMON ; CARREFOUR ; MIX BUFFET ; 1,53 ; 2,89 ; 2,74 ; 0,055 ; 19,000 ; UVC ; 29,07 ; 54,91 ; 22,97739 ; 0,3966403 ; 3,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000000088370 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 28,000 ;  ; 35 ; 61,32 ; 23,12322 ; 0,3574323 ; 8,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000000088370 ; 3281780063509 ; SALADE LENTILLE ; MARTINET 300G SALAD.LENTI ; MARTINET ; MARTINET ; 1,25 ; 2,19 ; 2,08 ; 0,055 ; 28,000 ; UVC ; 35 ; 61,32 ; 23,12322 ; 0,3574323 ; 8,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000001388780 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 31,000 ;  ; 34,1 ; 63,89 ; 26,45924 ; 0,3925473 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000001388780 ; 3560070454044 ; 300G TORTI SURIMI ; 300G TORTI SURIMI CRF CLA ; CRF CLASS ; MIX BUFFET ; 1,1 ; 2,05 ; 1,94 ; 0,055 ; 31,000 ; UVC ; 34,1 ; 63,89 ; 26,45924 ; 0,3925473 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000001621525 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 27,000 ;  ; 27,27 ; 58,05 ; 27,7537 ; 0,4531752 ; 19,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000001621525 ; 3560070850907 ; 300G CHOUX ROUGES ; 300G CHOUX ROUGES CRF CLA ; CRF CLASS ; MIX BUFFET ; 1,01 ; 2,15 ; 2,04 ; 0,055 ; 27,000 ; UVC ; 27,27 ; 58,05 ; 27,7537 ; 0,4531752 ; 19,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000003064041 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 4,000 ;  ; 7,08 ; 13,4 ; 5,621422 ; 0,3976389 ; 2,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000003064041 ; 3560071086138 ; 250G BAP URB SAL S ; 250G BAP URB SAL SAL LENT ; CRF SENSAT ; MIX BUFFET ; 1,77 ; 3,35 ; 3,18 ; 0,055 ; 4,000 ; UVC ; 7,08 ; 13,4 ; 5,621422 ; 0,3976389 ; 2,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000003540426 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 31,000 ;  ; 24,49 ; 41,85 ; 15,17825 ; 0,3437745 ; 22,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000003540426 ; 3560071235406 ; 300G BETTERAVES RG ; 300G BETTERAVES RGES CRF ; CRF CLASS ; LA BELLE HENRIETTE ; 0,79 ; 1,35 ; 1,28 ; 0,055 ; 31,000 ; UVC ; 24,49 ; 41,85 ; 15,17825 ; 0,3437745 ; 22,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000003816414 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 6,000 ;  ; 7,56 ; 12,54 ; 4,326256 ; 0,3270109 ; 12,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000003816414 ; 3560071263447 ; 200G SALADE LENTIL ; 200G SALADE LENTILLES BIO ; CARREF BIO ; MIX BUFFET ; 1,26 ; 2,09 ; 1,98 ; 0,055 ; 6,000 ; UVC ; 7,56 ; 12,54 ; 4,326256 ; 0,3270109 ; 12,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000003800598 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 12,000 ;  ; 18,48 ; 31,8 ; 11,66218 ; 0,3476163 ; 10,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000003800598 ; 3560071426729 ; 300G SAL.PDT THON ; 300G SAL.PDT THON OLIV.CR ; CRF CLASS ; MIX BUFFET ; 1,54 ; 2,65 ; 2,51 ; 0,055 ; 12,000 ; UVC ; 18,48 ; 31,8 ; 11,66218 ; 0,3476163 ; 10,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000004022281 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 25,000 ;  ; 34,5 ; 61,25 ; 23,55687 ; 0,3645517 ; 6,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000004022281 ; 3560071457594 ; 300G SAL.PENNE CAE ; 300G SAL.PENNE CAESAR CRF ; CRF CLASS ; BONDUELLE TRAITEUR ; 1,38 ; 2,45 ; 2,32 ; 0,055 ; 25,000 ; UVC ; 34,5 ; 61,25 ; 23,55687 ; 0,3645517 ; 6,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000004174958 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 4,000 ;  ; 4,12 ; 7,16 ; 2,66673 ; 0,3530316 ; 8,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 002 ; 0000004174958 ; 3560071484415 ; 300G SAL.RIZ PROVE ; 300G SAL.RIZ PROVENCALE C ; CRF CLASS ; BONDUELLE TRAITEUR ; 1,03 ; 1,79 ; 1,7 ; 0,055 ; 4,000 ; UVC ; 4,12 ; 7,16 ; 2,66673 ; 0,3530316 ; 8,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000000061035 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 8,000 ;  ; 11,44 ; 14 ; 1,830142 ; 0,1239094 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000000061035 ; 3083680484466 ; TABOULE MENTHE DCE ; TABOULE MENTHE DOUCE 300G ; BONDUELLE ; BONDUELLE TRAITEUR ; 1,43 ; 1,75 ; 1,66 ; 0,055 ; 8,000 ; UVC ; 11,44 ; 14 ; 1,830142 ; 0,1239094 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001384070 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 2,000 ;  ; 4,36 ; 5,78 ; 1,118673 ; 0,1834522 ; 17,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001384070 ; 3083680484473 ; TABOUL.MENTH.DOUCE ; TABOULE MENTHE DOUCE 500G ; BONDUELLE ; BONDUELLE TRAITEUR ; 2,18 ; 2,39 ; 2,27 ; 0,055 ; 2,000 ; UVC ; 4,36 ; 5,78 ; 1,118673 ; 0,1834522 ; 17,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001017403 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 9,000 ;  ; 17,28 ; 18,81 ; 0,5493839 ; 0,02768437 ; 20,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001017403 ; 3083681055269 ; TABOULE POULET ; TABOULE POULET 300G ; BONDUELLE ; BONDUELLE TRAITEUR ; 1,92 ; 2,09 ; 1,98 ; 0,055 ; 9,000 ; UVC ; 17,28 ; 18,81 ; 0,5493839 ; 0,02768437 ; 20,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001185734 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 3,000 ;  ; 8,49 ; 10,17 ; 1,14981 ; 0,107165 ; 6,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001185734 ; 3083681055276 ; 500G TABOULE PLT ; BOND.TABOULE PLT ROT 500G ; BONDUELLE ; BONDUELLE TRAITEUR ; 2,83 ; 3,39 ; 3,21 ; 0,055 ; 3,000 ; UVC ; 8,49 ; 10,17 ; 1,14981 ; 0,107165 ; 6,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001101811 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 10,000 ;  ; 9,4 ; 16,9 ; 6,618958 ; 0,3712363 ; 15,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001101811 ; 3245412303890 ; 300G TABOULE POULE ; 300G TABOULE POULET CRF C ; CRF CLASS ; BONDUELLE TRAITEUR ; 0,94 ; 1,69 ; 1,6 ; 0,055 ; 10,000 ; UVC ; 9,4 ; 16,9 ; 6,618958 ; 0,3712363 ; 15,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001250204 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 12,000 ;  ; 24,72 ; 34,68 ; 8,152038 ; 0,22281 ; 5,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001250204 ; 3245413865151 ; 1KG TABOULE ORIENT ; 1KG TABOULE ORIENTAL CRF ; CRF CLASS ; MARTINET ; 2,06 ; 2,89 ; 2,74 ; 0,055 ; 12,000 ; UVC ; 24,72 ; 34,68 ; 8,152038 ; 0,22281 ; 5,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000000070070 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 68,000 ;  ; 42,84 ; 67,32 ; 20,97043 ; 0,2952641 ; 22,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000000070070 ; 3270190207498 ; 300G TABOULE ORIEN ; 300G TABOULE ORIENTAL CRF ; CRF CLASS ; MARTINET ; 0,63 ; 0,99 ; 0,94 ; 0,055 ; 68,000 ; UVC ; 42,84 ; 67,32 ; 20,97043 ; 0,2952641 ; 22,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001184014 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 32,000 ;  ; 32,32 ; 47,68 ; 12,87431 ; 0,2559384 ; 24,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001184014 ; 3270190207504 ; 500G TABOULE ORIEN ; 500G TABOULE ORIENTAL CRF ; CRF CLASS ; MARTINET ; 1,01 ; 1,49 ; 1,41 ; 0,055 ; 32,000 ; UVC ; 32,32 ; 47,68 ; 12,87431 ; 0,2559384 ; 24,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000000066472 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 10,000 ;  ; 21,9 ; 28,9 ; 5,493365 ; 0,1801724 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000000066472 ; 3281780025514 ; TABOULE POULET ; TABOULE POULET MARTINET ; MARTINET ; MARTINET ; 2,19 ; 2,89 ; 2,74 ; 0,055 ; 10,000 ; UVC ; 21,9 ; 28,9 ; 5,493365 ; 0,1801724 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001252071 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 10,000 ;  ; 13,6 ; 23,9 ; 9,054029 ; 0,3590802 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001252071 ; 3281780085105 ; XX300G TABOULE POU ; 300G TABOULE POULET MARTI ; MARTINET ; MARTINET ; 1,36 ; 2,39 ; 2,27 ; 0,055 ; 10,000 ; UVC ; 13,6 ; 23,9 ; 9,054029 ; 0,3590802 ; 13,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001269874 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 3,000 ;  ; 3,72 ; 8,97 ; 4,78237 ; 0,505357 ; 7,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001269874 ; 3281780868814 ; XX300G TABOULE 5 L ; 300G TABOULE 5 LEGUMES ; MARTINET ; MARTINET ; 1,24 ; 2,99 ; 2,83 ; 0,055 ; 3,000 ; UVC ; 3,72 ; 8,97 ; 4,78237 ; 0,505357 ; 7,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000003408509 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 8,000 ;  ; 12,64 ; 19,92 ; 6,241517 ; 0,2969944 ; 5,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000003408509 ; 3281780892888 ; 250G SALADE BERBER ; 250G SALADE BERBERE MARTI ; MARTINET ; MARTINET ; 1,58 ; 2,49 ; 2,36 ; 0,055 ; 8,000 ; UVC ; 12,64 ; 19,92 ; 6,241517 ; 0,2969944 ; 5,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000000051803 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 21,000 ;  ; 42,42 ; 58,59 ; 13,11555 ; 0,2121829 ; 18,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000000051803 ; 3281780893892 ; 510G TABOULE ORIEN ; 510G TABOULE ORIENTAL MAR ; MARTINET ; MARTINET ; 2,02 ; 2,79 ; 2,64 ; 0,055 ; 21,000 ; UVC ; 42,42 ; 58,59 ; 13,11555 ; 0,2121829 ; 18,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000000059541 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 22,000 ;  ; 28,38 ; 40,7 ; 10,1982 ; 0,2375071 ; 8,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000000059541 ; 3281780893915 ; XX310G TABOULE ORI ; 310G TABOULE ORIENTAL MAR ; MARTINET ; MARTINET ; 1,29 ; 1,85 ; 1,75 ; 0,055 ; 22,000 ; UVC ; 28,38 ; 40,7 ; 10,1982 ; 0,2375071 ; 8,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000003758143 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 2,000 ;  ; 3,78 ; 7,3 ; 3,139431 ; 0,4076389 ; 2,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000003758143 ; 3281780895162 ; TABOULE A LAVOCAT ; TABOULE A LAVOCAT 220G ; MARTINET ; MARTINET ; 1,89 ; 3,65 ; 3,46 ; 0,055 ; 2,000 ; UVC ; 3,78 ; 7,3 ; 3,139431 ; 0,4076389 ; 2,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001489334 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 18,000 ;  ; 25,02 ; 47,7 ; 20,19327 ; 0,4012692 ; 12,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000001489334 ; 3560070601189 ; 500G TABOULE POULE ; 500G TABOULE POULET CRF C ; CRF CLASS ; MARTINET ; 1,39 ; 2,65 ; 2,51 ; 0,055 ; 18,000 ; UVC ; 25,02 ; 47,7 ; 20,19327 ; 0,4012692 ; 12,000 ;  ;  
 01 ; PGC ; 25 ; P.L.S. ; 255 ; TRAITEUR ; 2550 ; ENTREES TRAITEUR ; 001 ; SALADES A PARTAGER ; 003 ; 0000003800596 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 13,000 ;  ; 15,34 ; 27,95 ; 11,15289 ; 0,3782276 ; 11,000 ;  ;  
