  ; Magasin 7512 CUSSET ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; édité le 09/03/2024 16:28 ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 003 ; BOISS.ENERGISANTE 50CL ; 0000003814030 ; CAN 50CL ROCKSTAR GUAVA PUNCHE ; Q03410 ;8,7104E+12; CAN 50CL ROCKSTAR ; CAN 50CL ROCKSTAR GUAVA P ;1,47; DPV ;1,08;1,85; E ;1,35; PVB ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 003 ; BOISS.ENERGISANTE 50CL ; 0000003814031 ; CAN 50CL ROCKSTAR XDURANCE BLU ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 003 ; BOISS.ENERGISANTE 50CL ; 0000003814031 ; CAN 50CL ROCKSTAR XDURANCE BLU ; Q03422 ;8,7104E+12; CAN 50CL ROCKSTAR ; CAN 50CL ROCKSTAR XDURANC ;1,28; DPV ;0,99;1,85; E ;1,85; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 003 ; BOISS.ENERGISANTE 50CL ; 0000003814033 ; CAN 50CL ROCKSTAR ORIGINAL S.S ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 003 ; BOISS.ENERGISANTE 50CL ; 0000003814033 ; CAN 50CL ROCKSTAR ORIGINAL S.S ; Q03420 ;8,7104E+12; CAN 50CL ROCKSTAR ; CAN 50CL ROCKSTAR ORIGINA ;1,33; DPV ;1,06;1,85; E ;1,35; PVB ; E ;0,055;1; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 003 ; BOISS.ENERGISANTE 50CL ; 0000004008199 ; CAN 50CL ROCKSTAR STRAWBER LIM ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 003 ; BOISS.ENERGISANTE 50CL ; 0000004008199 ; CAN 50CL ROCKSTAR STRAWBER LIM ; R88085 ;8,7104E+12; CAN 50CL ROCKSTAR ; CAN 50CL ROCKSTAR STRAWBE ;1,44; DPV ;1,06;1,69; E ;1,35; PVB ; E ;0,055;1; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 003 ; BOISS.ENERGISANTE 50CL ; 0000003235183 ; 250MRED BULL COCO ACAI EDIT ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 003 ; BOISS.ENERGISANTE 50CL ; 0000003235183 ; 250MRED BULL COCO ACAI EDIT ; J95149 ;9,00249E+12; RED BULL COCO ACAI ; RED BULL COCO ACAI EDITIO ;1,18; PF ;1,05;1,36; E ;1,36; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 004 ; BOISS.ENERGISANTE 75CL ; 0000003701489 ; 75CL CRAZY TIGER ENERGY PET ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 004 ; BOISS.ENERGISANTE 75CL ; 0000003701489 ; 75CL CRAZY TIGER ENERGY PET ; P02591 ;3,76021E+12; 75CL CRAZY TIGER E ; 75CL CRAZY TIGER ENERGY P ;1,09; PF ;1,27;1,87; E ;1,87; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003408442 ; PET 1L TRUC DE FOU ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003408442 ; PET 1L TRUC DE FOU ; S08990 ;3,11907E+12; ROYALE TAURINE SAN ; ROYALE TAURINE SANS SUCRE ;0,66; DPV ;0,6;0,99; E ;0,99; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003408442 ; PET 1L TRUC DE FOU ; L68862 ;3,76019E+12; PET 1L TRUC DE FOU ; PET 1L TRUC DE FOU ;1,44; PF ;1,68;2,15; E ;2,15; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003468071 ; 1L DARK DOG PURPLE PARTY BOUT ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003468071 ; 1L DARK DOG PURPLE PARTY BOUT ; M18990 ;3,24485E+12; DARK DOG PURPLE PA ; DARK DOG PURPLE PARTY 1L ;1,96; PF ;2,28;2,65; E ;2,65; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003468072 ; 1L DARK DOG ORANGE PULSE BOUT ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003468072 ; 1L DARK DOG ORANGE PULSE BOUT ; M19013 ;3,24485E+12; DARK DOG ORANGE PU ; DARK DOG ORANGE PULSE 1L ;1,98; PF ;2,3;2,65; E ;2,65; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003472152 ; CAN 33CL HEROIC PLUS ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003472152 ; CAN 33CL HEROIC PLUS ; M27607 ;3,24929E+12; CAN33 HEROIC PLUS ; HEROIC PLUS ENERGY DRINK ;0,68; DPV ;0,79;0,95; E ;0,95; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000002697056 ; PET 1L ENERGY DRINK ZERO PUMA ;  ;3;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;9;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000002697056 ; PET 1L ENERGY DRINK ZERO PUMA ; L58803 ;3,24929E+12; PET 1L ENERGY DRIN ; PET 1L ENERGY DRINK ZERO ;0,48; DPV ;0,56;2,45; E ;2,45; PVC ; E ;0,055;  ; UVC ;9;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000002697056 ; PET 1L ENERGY DRINK ZERO PUMA ;169901;3,24929E+12; ENERGY DRINK POMME ; PET 1L ENG.DRK POMME PUMA ;0,66; DPV ;0,7;2,05; E ;1,99; PVB ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000002697056 ; PET 1L ENERGY DRINK ZERO PUMA ; U27998 ;3,56007E+12; PET 1L NRJ DRINK Z ; PET 1L NRJ DRINK ZERO PSY ;0,46; PF ;0,54;2,15; E ;2,15; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000001804490 ; PET 1L ENERGY DRINK PUMA PP ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;7;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000001804490 ; PET 1L ENERGY DRINK PUMA PP ;254268;3,24929E+12; PET 1L ENERGY DRIN ; PET 1L ENERGY DRINK PUMA ;0,54; DPV ;0,62;2,19; E ;2,19; PVC ; E ;0,055;3; UVC ;7;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000001804490 ; PET 1L ENERGY DRINK PUMA PP ; U27993 ;3,56007E+12; PET 1L ENERGY DRIN ; PET 1L ENERGY DRINK PSYCH ;0,51; PF ;0,6;2,15; E ;2,15; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003605039 ; 35 CL PET AUVERADE CITRON/MEN ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003605039 ; 35 CL PET AUVERADE CITRON/MEN ;9988788;3,24929E+12; 35 CL PET AUVERADE ; 35 CL PET AUVERADE CITRON ;1,09; DPV ;1,15;1,64; E ;1,64; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003605040 ; 35CL PET AUVERADE THE/PECHE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003605040 ; 35CL PET AUVERADE THE/PECHE ;9988789;3,24929E+12; 35CL PET AUVERADE ; 35CL PET AUVERADE THE/PEC ;1,09; DPV ;1,15;1,64; E ;1,64; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003604977 ; 35CL PET AUVERADE FRUITS ROU ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003604977 ; 35CL PET AUVERADE FRUITS ROU ;9988786;3,24929E+12; 35CL PET AUVERADE ; 35CL PET AUVERADE FRUITS ;1,09; DPV ;1,15;1,64; E ;1,64; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003883067 ; PET 1L WILDBERRY ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003883067 ; PET 1L WILDBERRY ; Q52671 ;3,76015E+12; PET 1L WILDBERRY ; PET 1L WILDBERRY ;2,1; PF ;2,44;3,29; E ;3,29; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003813573 ; 1L XPLICITDRINK ORIGINAL PET ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003813573 ; 1L XPLICITDRINK ORIGINAL PET ; Q01199 ;3,76015E+12; 1L XPLICITDRINK OR ; 1L XPLICITDRINK ORIGINAL ;1,92; PF ;2,23;3,09; E ;3,09; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000002915485 ;  25 CL ENERGY WILD BERRY SODA ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000002915485 ;  25 CL ENERGY WILD BERRY SODA ;  ;3,76015E+12; ENERGY WILD BERRY ; ENERGY WILD BERRY SODA ;  ;  ;0;1,3; E ;1,3; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000002963308 ; 1L ZAP BLUE LAGOON ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000002963308 ; 1L ZAP BLUE LAGOON ;  ;3,76015E+12; ZAP BLUE LAGOON 1L ; ZAP BLUE LAGOON 1L ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003605051 ; 1L PET HOLESHOT WILDBERRY ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003605051 ; 1L PET HOLESHOT WILDBERRY ;9988784;3,76015E+12; 1L PET HOLESHOT WI ; 1L PET HOLESHOT WILDBERRY ;1,81; DPV ;1,96;2,72; E ;2,72; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003604917 ; 1L PET HOLESHOT REGULAR ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003604917 ; 1L PET HOLESHOT REGULAR ;9988782;3,76015E+12; 1L PET HOLESHOT RE ; 1L PET HOLESHOT REGULAR ;1,45; DPV ;1,58;2,17; E ;2,17; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000001519367 ; BTE 25CL TRUC DE FOU ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000001519367 ; BTE 25CL TRUC DE FOU ;357970;3,76019E+12; TRUC DE FOU ; TRUC DE FOU BTE 25CL ;0,64; DPV ;0,64;0,92; E ;0,92; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003938508 ; PET 1L CRAZY TIGER LIME ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;13;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003938508 ; PET 1L CRAZY TIGER LIME ; R24657 ;3,76021E+12; PET 1L CRAZY TIGER ; PET 1L CRAZY TIGER LIME ;1,43; DPV ;1,66;2,95; E ;2,95; PVC ; E ;0,055;4; UVC ;13;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000002528931 ; PET 1,5L ENERGY CRAZY TIGER ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;36;  ;34;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000002528931 ; PET 1,5L ENERGY CRAZY TIGER ;169928;3,76021E+12; CRAZY TIGER ; CRAZY TIGER ENERGY 1,5L ;1,95; DPV ;2,27;3,39; E ;3,39; PVC ; E ;0,055;36; UVC ;34;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000001593503 ; PET 33CL CRAZY TIGER ENERGY ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000001593503 ; PET 33CL CRAZY TIGER ENERGY ;394283;3,76021E+12; CRAZY TIGER ENERGY ; CRAZY TIGER ENERGY 33CL ;0,69; DPV ;0,62;0,88; R ;0,88; PVC ; R ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003239697 ; PET 2L ENERGY CRAZY TIGER ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003239697 ; PET 2L ENERGY CRAZY TIGER ; K06862 ;3,76021E+12; CRAZY TIGER ENERGY ; CRAZY TIGER ENERGY PET 2L ;2,12; PF ;2,47;3,69; E ;3,69; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000001593504 ; PET 33CL CRAZY TIGER ORANGE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000001593504 ; PET 33CL CRAZY TIGER ORANGE ;436797;3,76021E+12; CRAZY TIGER ORANGE ; CRAZY TIGER ORANGE 33CL ;0,69; DPV ;0,64;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003577180 ; CRAZY TIGER ENERGY BIO PET 500 ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003577180 ; CRAZY TIGER ENERGY BIO PET 500 ; N20468 ;3,76021E+12; CRAZY TIGER ENERGY ; CRAZY TIGER ENERGY BIO PE ;0,91; DPV ;1,02;1,2; E ;1,2; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000001586004 ; PET 1L ENERGY ORANGE MAD CROC ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000001586004 ; PET 1L ENERGY ORANGE MAD CROC ;676953;3,76021E+12; ENERGY ORANGE CRAZ ; ENERGY ORANGE CRAZY TIGER ;1,5; DPV ;1,56;2,25; R ;2,25; PVC ; R ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000004280649 ; 500 CL CRAZY TIGER REGULAR ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000004280649 ; 500 CL CRAZY TIGER REGULAR ; U36527 ;3,76021E+12; 500 CL CRAZY TIGER ; 500 CL CRAZY TIGER REGULA ;0,78; PF ;0,91;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003908633 ; 1.5 L GUMBALL ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003908633 ; 1.5 L GUMBALL ; Q93469 ;3,77E+12; 1.5 L GUMBALL ; 1.5 L GUMBALL ;1,24; PF ;1,44;1,99; E ;1,99; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000002955427 ; 1L ENERGY DRINK ROYAL ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000002955427 ; 1L ENERGY DRINK ROYAL ;  ;3,77001E+12; 1L ENERGY DRINK RO ; 1L ENERGY DRINK ROYAL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003259640 ; 25CL ACAO ENERGY BIO ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;100; SOFTS DRINKS ;1001; NON GAZEIFIES ; 009 ; BOISSONS ENERGISANTES ; 099 ; BOISS.ENERGISANTE AUTRES ; 0000003259640 ; 25CL ACAO ENERGY BIO ;  ;4,26034E+12; 25CL ACAO ENERGY ; 25CL ACAO ENERGY BIO ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
